Depth_m,qt_MPa,fs_kPa,u2_kPa,FR_percent,qt_bar,fs_bar,Fr_percent,robertson_zone,soil_type
2.926,0.319,1.996,0.0,0.625705329153605,3.19,0.01996,0.625705329153605,0,Unclassified
2.934,0.27518,1.99,0.9,0.7231630205683551,2.7518,0.0199,0.7231630205683554,0,Unclassified
2.943,0.26526,1.538,1.3,0.5798084897836087,2.6526,0.01538,0.5798084897836085,0,Unclassified
2.953,0.27542,1.534,2.1,0.556967540483625,2.7542,0.01534,0.556967540483625,0,Unclassified
2.964,0.2875399999999999,1.692,2.7,0.5884398692355847,2.875399999999999,0.01692,0.5884398692355849,0,Unclassified
2.975,0.30568,1.869,3.4,0.6114237110704004,3.0568,0.01869,0.6114237110704004,0,Unclassified
2.986,0.3298,1.901,4.0,0.5764099454214675,3.298,0.01901,0.5764099454214675,0,Unclassified
2.997,0.3328,2.024,4.0,0.6081730769230768,3.328,0.02024,0.608173076923077,0,Unclassified
3.008,0.32994,2.335,4.7,0.7077044311086864,3.2994000000000003,0.02335,0.7077044311086863,1,Sensitive clay
3.019,0.34306,2.298,5.3,0.6698536699119686,3.4305999999999996,0.02298,0.6698536699119688,1,Sensitive clay
3.03,0.38722,2.119,6.1,0.5472341304684676,3.8722000000000003,0.02119,0.5472341304684676,0,Unclassified
3.041,0.40234,2.187,6.7,0.5435701148282546,4.0234,0.021869999999999997,0.5435701148282547,0,Unclassified
3.052,0.4274799999999999,2.106,7.4,0.4926546271170581,4.274799999999999,0.02106,0.4926546271170582,0,Unclassified
3.063,0.4715999999999999,2.034,8.0,0.4312977099236641,4.715999999999999,0.020339999999999997,0.4312977099236641,0,Unclassified
3.074,0.5186000000000001,1.969,8.0,0.3796760509062861,5.186000000000001,0.01969,0.37967605090628603,0,Unclassified
3.084,0.5486000000000001,2.064,8.0,0.3762304046664235,5.486000000000001,0.020640000000000002,0.3762304046664236,0,Unclassified
3.096,0.56374,2.692,8.7,0.4775251002235073,5.6374,0.026920000000000003,0.47752510022350725,0,Unclassified
3.107,0.57588,3.375,9.4,0.5860595957491144,5.758799999999999,0.03375,0.5860595957491145,0,Unclassified
3.118,0.58088,3.901,9.4,0.6715672772345407,5.8088,0.039009999999999996,0.6715672772345406,1,Sensitive clay
3.128,0.586,4.175,10.0,0.712457337883959,5.859999999999999,0.041749999999999995,0.712457337883959,1,Sensitive clay
3.14,0.59114,4.548,10.7,0.7693608958960653,5.9114,0.04548,0.7693608958960652,1,Sensitive clay
3.15,0.64614,5.108,10.7,0.7905407496827311,6.4614,0.05107999999999999,0.7905407496827311,1,Sensitive clay
3.162,0.6012799999999999,5.757,11.4,0.9574574241617884,6.0127999999999995,0.057569999999999996,0.9574574241617883,1,Sensitive clay
3.173,0.67356,6.928,12.8,1.028564641605796,6.735600000000001,0.06928,1.0285646416057959,1,Sensitive clay
3.184,0.8078200000000001,8.724,14.1,1.0799435517813374,8.0782,0.08724,1.0799435517813374,1,Sensitive clay
3.195,1.12194,11.568,14.7,1.0310711802770205,11.2194,0.11567999999999999,1.03107118027702,1,Sensitive clay
3.206,1.69208,15.13,15.4,0.8941657604841379,16.9208,0.15130000000000002,0.8941657604841381,1,Sensitive clay
3.217,2.5212,18.977,16.0,0.7526971283515786,25.212,0.18977,0.7526971283515785,6,Sandy silt
3.228,3.63536,22.459,16.8,0.6177930108710004,36.3536,0.22458999999999998,0.6177930108710004,0,Unclassified
3.239,4.88832,26.452,16.6,0.5411266038229903,48.8832,0.26452000000000003,0.5411266038229903,0,Unclassified
3.25,6.12256,30.463,12.8,0.4975533110332932,61.2256,0.30463,0.49755331103329326,0,Unclassified
3.26,7.258699999999999,34.446,8.5,0.4745477840384642,72.58699999999999,0.34446,0.47454778403846426,0,Unclassified
3.271,8.246039999999999,39.063,5.2,0.4737182938719677,82.46039999999999,0.39063000000000003,0.4737182938719677,0,Unclassified
3.282,9.15866,43.459,3.3,0.4745126470466204,91.58659999999999,0.43459000000000003,0.4745126470466205,0,Unclassified
3.293,10.01738,47.994,1.9,0.4791073114926258,100.1738,0.47994,0.47910731149262575,0,Unclassified
3.304,10.77226,52.513,1.3,0.4874835921153035,107.7226,0.52513,0.48748359211530357,0,Unclassified
3.315,11.441120000000002,56.614,0.6,0.4948291775630357,114.41120000000001,0.56614,0.49482917756303574,0,Unclassified
3.326,12.077,61.015,0.0,0.5052165272832657,120.77,0.61015,0.5052165272832657,0,Unclassified
3.337,12.637,65.138,0.0,0.5154546173933687,126.37,0.6513800000000001,0.5154546173933687,0,Unclassified
3.348,13.13386,69.164,-0.7,0.5266083238286383,131.3386,0.69164,0.5266083238286383,0,Unclassified
3.359,13.61674,73.384,-1.3,0.5389248821670972,136.1674,0.73384,0.5389248821670973,0,Unclassified
3.37,14.151739999999998,77.532,-1.3,0.54786195902412,141.51739999999998,0.77532,0.5478619590241202,0,Unclassified
3.381,14.71874,82.391,-1.3,0.5597693824335508,147.1874,0.82391,0.5597693824335507,0,Unclassified
3.392,15.31074,86.978,-1.3,0.5680848868180114,153.10739999999998,0.86978,0.5680848868180114,0,Unclassified
3.403,15.92188,91.884,-0.6,0.5770926548874882,159.2188,0.91884,0.5770926548874882,0,Unclassified
3.414,16.51086,96.908,-0.7,0.5869349022401014,165.10860000000002,0.96908,0.5869349022401013,0,Unclassified
3.425,17.04374,101.829,-1.3,0.5974568961976656,170.4374,1.01829,0.5974568961976655,0,Unclassified
3.435,17.501739999999998,105.616,-1.3,0.6034599988344017,175.01739999999998,1.05616,0.6034599988344017,0,Unclassified
3.446,17.934739999999998,108.938,-1.3,0.6074133218546799,179.3474,1.08938,0.6074133218546799,0,Unclassified
3.457,18.31574,111.506,-1.3,0.6087987708932318,183.15740000000002,1.11506,0.6087987708932316,0,Unclassified
3.468,18.60788,114.149,-0.6,0.6134444117223457,186.0788,1.1414900000000001,0.6134444117223457,0,Unclassified
3.479,18.839,116.91,0.0,0.6205743404639312,188.39,1.1691,0.6205743404639313,9,Sand
3.49,19.054,120.005,0.0,0.6298152618872678,190.54,1.20005,0.6298152618872679,9,Sand
3.501,19.316,123.782,0.0,0.6408262580244356,193.16,1.23782,0.6408262580244356,9,Sand
3.512,19.586,127.191,0.0,0.6493975288471356,195.85999999999999,1.27191,0.6493975288471358,9,Sand
3.523,19.84416,130.324,0.8,0.656737297018367,198.4416,1.3032400000000002,0.6567372970183672,9,Sand
3.533,20.14126,133.266,1.3,0.6616567185965525,201.4126,1.33266,0.6616567185965525,9,Sand
3.544,20.47012,136.082,0.6,0.664783596774225,204.70120000000003,1.36082,0.6647835967742249,9,Sand
3.555,20.812,138.514,0.0,0.6655487218912167,208.12,1.38514,0.6655487218912166,9,Sand
3.566,21.099,140.311,0.0,0.6650125598369592,210.99,1.40311,0.6650125598369591,9,Sand
3.577,21.223,141.679,0.0,0.6675729161758469,212.23,1.41679,0.6675729161758469,9,Sand
3.588,21.21314,143.396,0.7,0.6759772480641715,212.13139999999999,1.43396,0.6759772480641716,9,Sand
3.599,21.14626,145.049,1.3,0.685932169565682,211.4626,1.45049,0.6859321695656821,9,Sand
3.61,21.05226,146.257,1.3,0.6947330120376625,210.5226,1.4625700000000001,0.6947330120376625,9,Sand
