Depth_m;qt_MPa;fs_kPa;u2_kPa;FR_percent
21,435;10,9719;113,137;204,5;1,031152307257631
21,446;10,95016;113,909;205,8;1,040249640187906
21,456;10,9203;113,934;206,5;1,043322985632263
21,467;10,88556;113,572;207,8;1,0433271232715635
21,478;10,880840000000001;113,452;209,2;1,0426768521547969
21,489;10,92096;112,967;209,8;1,0344054002578529
21,499;10,9851;113,09;210,5;1,0294853938516721
21,51;11,09422;113,597;211,1;1,0239295777440867
21,522;11,244919999999999;114,479;209,6;1,0180508176136427
21,533;11,404800000000002;114,807;204,0;1,0066550925925926
21,542;11,56742;115,421;197,1;0,9978110935714274
21,554;11,72032;116,196;186,6;0,9914063779828538
21,565;11,85546;116,348;177,3;0,9813874788494078
21,576;11,97226;116,525;171,3;0,9732915923977595
21,586;12,03408;116,85;170,4;0,9709923816361533
21,597;12,01234;117,8;171,7;0,9806582231272174
21,608;11,9286;119,308;173,0;1,0001844306959744
21,62;11,79506;120,169;175,3;1,0188078738047963
21,63;11,6646;120,9;178,0;1,0364693174219433
21,64;11,5811;121,159;180,5;1,0461786876894252
21,65;11,534479999999999;120,844;182,4;1,0476761847955003
21,662;11,49492;120,094;184,6;1,0447571622943004
21,672;11,47844;119,547;187,2;1,0414917009628484
21,683;11,45382;118,955;189,1;1,0385618073271625
21,694;11,434080000000002;118,626;190,4;1,0374774358759078
21,705;11,45438;118,707;191,9;1,0363459218220452
21,715;11,47462;118,794;193,1;1,0352761137187985
21,726;11,553880000000001;118,433;194,4;1,0250495937295523
21,738;11,631020000000001;118,229;195,1;1,0164972633526552
21,749;11,72202;118,292;195,1;1,009143475271327
21,758;11,79674;118,806;193,7;1,007108743602046
21,77;11,8579;119,189;189,5;1,005144249825011
21,781;11,91398;119,522;184,9;1,0032079959845495
21,792;11,98244;119,474;182,2;0,9970757208047777
21,802;12,076479999999998;119,717;182,4;0,9913236307268345
21,813;12,18076;120,193;183,8;0,9867446694623324
21,824;12,34716;121,901;185,8;0,9872796659312748
21,835;12,53858;123,925;187,9;0,9883495579244221
21,845;12,73182;125,945;189,1;0,9892144249604532
21,856;12,93966;127,507;188,3;0,9853968342290292
21,867;13,10698;128,729;184,9;0,9821408135207349
21,878;13,25712;129,175;180,6;0,9743820679001172
21,888;13,36568;129,403;178,4;0,9681737105781374
21,9;13,47468;129,951;178,4;0,964408802286956
21,911;13,5738;130,943;179,0;0,9646745937025741
21,922;13,63796;132,934;179,8;0,9747352243297385
21,932;13,66522;134,556;181,1;0,9846603274590532
21,943;13,675479999999999;135,539;182,4;0,9911096356398461
21,954;13,61674;135,729;183,7;0,9967804334958296
21,966;13,56006;135,888;185,3;1,0021194596484087
21,975;13,523280000000002;136,116;186,4;1,0065309599446288
21,987;13,49156;136,275;187,8;1,010075928951137
21,997;13,42682;136,384;189,1;1,015758012693996
22,008;13,3331;136,02;190,5;1,0201678529374265
22,018;13,21236;135,802;191,8;1,0278405977433251
22,029;13,08162;135,637;193,1;1,0368517049111654
22,04;12,9459;134,671;194,5;1,040259850609073
22,051;12,859020000000001;133,811;195,1;1,0406002945792137
22,061;12,79916;132,908;195,8;1,0384118957806605
22,072;12,84742;132,5;197,1;1,0313354743598326
22,084;12,955400000000001;133,448;197,0;1,0300569646633835
22,095;13,11444;134,734;197,2;1,0273713555439652
22,105;13,26054;135,757;197,7;1,0237667545967208
22,116;13,35912;137,091;195,6;1,0261978333902233
22,127;13,408339999999999;137,369;191,7;1,0245041518935232
22,139;13,37458;137,697;187,9;1,0295426099361624
22,148;13,30754;137,854;187,7;1,035908965894523
22,16;13,22196;137,894;189,8;1,0429164813688743
22,171;13,118360000000001;137,57;191,8;1,0486829146326215
22,182;13,0398;137,536;194,0;1,0547401033758186
22,192;12,99816;137,554;195,8;1,0582574764428196
22,203;13,000580000000001;138,076;197,9;1,0620756920075871
22,214;13,01298;137,841;199,9;1,059257756486216
22,224;13,05808;137,387;200,4;1,0521225172460271
22,236;13,12522;137,142;201,1;1,0448739144943855
22,247;13,17934;136,599;201,7;1,0364631309306838
22,258;13,20886;136,227;199,3;1,0313304857497165
22,268;13,22782;136,368;194,1;1,0309181709457793
22,279;13,21678;136,55;188,9;1,0331563361121243
22,29;13,20112;136,441;185,6;1,0335562437126549
22,301;13,16404;135,96;185,2;1,0328136347200403
22,311;13,09744;136,08;187,2;1,0389816635922746
22,322;13,06082;136,443;189,1;1,0446740710001365
22,332;13,00108;137,186;190,4;1,0551892611998388
22,343;12,95238;137,939;191,9;1,064970298894875
22,353;12,92562;138,444;193,1;1,0710820834899988
22,364;12,92074;138,519;193,7;1,0720670797493024
22,376;12,9229;138,301;194,5;1,0702009610845862
22,387;12,92118;138,481;195,9;1,071736482271743
22,397;12,89142;139,274;197,1;1,0803619771910309
22,408;12,8294;139,814;197,0;1,0897937549690555
22,419;12,75728;139,787;196,4;1,0957429796947313
22,43;12,708440000000001;138,847;197,2;1,0925573870593086
22,44;12,6767;137,593;198,5;1,0854007746495538
22,451;12,66882;136,664;199,1;1,0787429294914601
22,462;12,71394;136,162;199,7;1,070966199305644
22,474;12,79608;136,241;200,4;1,064708879594376
22,483;12,84308;136,236;200,4;1,060773583906664
22,495;12,80294;136,031;199,7;1,0624981449573303
22,506;12,718820000000001;135,75;199,1;1,0673159931503078
22,517;12,6145;135,144;197,5;1,0713385389829166
22,527;12,51714;134,118;195,7;1,0714747937627924
22,538;12,40086;132,492;194,3;1,068409771580358
22,549;12,31362;130,641;193,1;1,0609471463306483
22,561;12,224639999999999;128,424;193,2;1,0505340034553166
22,571;12,1779;127,556;194,5;1,0474383924978856
22,582;12,19316;127,01;195,8;1,0416495805845245
22,593;12,255279999999999;127,256;196,4;1,0383769281485207
22,604;12,360959999999999;128,33;194,8;1,038187972455214
22,614;12,5016;129,243;193,0;1,0338116721059702
22,625;12,66548;130,384;192,4;1,0294438110517719
22,636;12,82318;130,673;190,9;1,0190373994594164
22,647;12,953140000000001;131,535;185,7;1,0154680641141838
22,656;13,03718;133,135;180,9;1,0211947675801056
22,667;13,06866;134,325;178,3;1,0278406508394893
22,678;13,0738;135,003;179,0;1,0326224969022013
22,69;13,054400000000001;135,915;182,0;1,0411432160804017
22,7;13,0049;136,887;184,5;1,0525801813162732
22,711;12,92144;138,437;187,2;1,0713743978999246
22,722;12,81582;139,118;189,1;1,0855177429146166
22,733;12,687259999999998;138,534;191,3;1,0919142509887874
22,743;12,59162;137,393;193,1;1,0911463338315484
22,754;12,51702;135,71;195,1;1,084203748176483
22,766;12,49742;133,907;197,1;1,0714771528843554
22,777;12,5307;132,762;198,5;1,0594938830232947
22,787;12,57496;131,777;199,8;1,047931762804812
22,798;12,62522;130,69;201,1;1,0351502785694031
22,809;12,64906;130,485;200,3;1,031578631139389
22,82;12,641020000000001;130,341;195,1;1,0310955919696354
22,83;12,6049;129,609;189,5;1,0282429848709629
22,841;12,56;128,775;185,0;1,0252786624203822
22,853;12,51702;127,58;180,1;1,0192521862232384
22,864;12,486220000000001;126,488;176,1;1,013020754079297
22,874;12,427299999999999;126,241;176,5;1,0158361027737322
22,885;12,38984;126,789;179,2;1,0233304062037927
22,896;12,34622;127,19;181,1;1,0301938569051903
22,907;12,31166;128,291;183,3;1,0420284510780835
22,917;12,27516;128,675;185,8;1,048255175492621
22,928;12,243559999999999;128,856;187,8;1,0524389965010177
22,939;12,193940000000001;128,745;189,7;1,0558113292340294
22,951;12,140220000000001;128,826;191,1;1,0611504569109949
22,961;12,108360000000001;128,944;191,8;1,064917131634672
22,971;12,05662;128,514;193,1;1,065920631155332
22,982;12,00488;128,131;194,4;1,0673242881228302
22,994;11,9062;127,654;196,0;1,0721640825788243
23,003;11,85142;127,42;197,1;1,0751454256114457
23,015;11,80484;126,721;199,2;1,073466476462197
23,026;11,79038;125,435;201,9;1,0638758038332945
23,037;11,80578;124,506;203,9;1,0546190086550824
23,047;11,853019999999999;123,522;205,1;1,042114161622945
23,058;11,9233;123,116;206,5;1,0325664874657186
23,069;12,02416;123,421;205,8;1,0264417639153174
23,081;12,1494;124,057;202,0;1,0210956919683278
23,091;12,30964;124,764;198,2;1,0135471061704486
23,102;12,48456;125,638;192,8;1,0063470398636396
23,113;12,609499999999999;126,375;187,5;1,0022205479995243
23,124;12,688659999999999;126,835;183,3;0,9995933376731665
23,134;12,67804;127,336;180,2;1,0043823808727532
23,145;12,57594;128,191;179,7;1,0193353339790108
23,157;12,43736;129,468;181,8;1,0409604610624763
23,168;12,304920000000001;129,979;184,6;1,0563173104741843
23,178;12,18858;130,734;187,9;1,0725941824232192
23,189;12,09524;131,427;191,2;1,086601009984093
23,2;11,98474;131,219;193,7;1,0948839941458888
23,212;11,89618;130,342;195,9;1,0956626412848498
23,222;11,79758;129,559;197,9;1,0981828476687592
23,233;11,73296;128,233;199,8;1,092929661398317
23,244;11,66238;126,507;201,9;1,0847442803270002
23,255;11,59078;125,842;203,9;1,0857077780787832
23,265;11,54388;125,238;204,4;1,0848865372820924
23,276;11,462019999999999;124,331;205,1;1,0847215412292075
23,287;11,37816;123,126;205,8;1,0821257567128606
23,298;11,279;121,741;205,0;1,0793598723291074
23,308;11,18474;120,44;203,7;1,0768243159876763
23,319;11,07576;119,005;203,8;1,0744635131133213
23,33;10,96702;117,287;205,1;1,0694518656845706
23,341;10,91032;116,282;206,6;1,065798253396784
23,351;10,86356;116,036;207,8;1,0681213156644784
23,362;10,80198;116,484;209,9;1,0783578566151761
23,373;10,70522;116,949;211,1;1,0924483569697772
23,385;10,60622;116,145;211,1;1,0950649713092881
23,395;10,50708;114,81;210,4;1,0926917849678501
23,406;10,395359999999998;113,282;206,8;1,0897361899924582
23,417;10,3153;111,652;201,5;1,0823921747307397
23,428;10,239659999999999;109,965;198,3;1,0739126103796417
23,438;10,18084;108,285;199,2;1,0636155759249726
23,449;10,14634;107,088;201,7;1,0554347676107836
23,461;10,1669;107,018;204,5;1,052611907267702
23,472;10,21732;108,255;206,6;1,0595244154044308
23,482;10,2887;109,061;208,5;1,060007581132699
23,493;10,40796;109,147;209,8;1,0486877351565533
23,504;10,51496;107,738;209,8;1,0246163561249875
23,515;10,59848;106,956;207,4;1,009163578173474
23,525;10,64972;107,057;203,6;1,005256476226605
23,536;10,69848;107,659;202,4;1,0063018297926436
23,548;10,71676;108,366;203,8;1,011182484258302
23,559;10,69904;109,389;205,2;1,0224188338392977
23,569;10,62344;110,498;207,2;1,0401338925997605
23,58;10,49684;112,07;209,2;1,0676546465412446
23,591;10,35624;113,568;211,2;1,0966142151977938
23,601;10,210799999999999;114,36;214,0;1,1199905981901517
23,611;10,07832;113,668;216,6;1,1278467046094987
23,622;9,93682;110,968;219,1;1,1167355351108301
23,634;9,83624;106,737;221,2;1,085140256846112
23,645;9,79668;102,819;223,4;1,0495290241183748
23,655;9,80204;100,066;225,2;1,020869125202509
23,666;9,8593;97,873;226,5;0,9926972503118884
23,677;9,95116;96,544;225,8;0,9701783510666093
23,689;10,0178;95,57;214,0;0,9540018766595459
23,699;9,99778;94,919;188,9;0,9494007669702672
23,71;9,860240000000001;94,048;156,2;0,9538104549179329
23,721;9,631459999999999;92,861;137,3;0,964142507989443
23,732;9,338719999999999;91,361;133,6;0,9783032364178389
23,742;9,03416;90,686;135,8;1,003812197260177
23,753;8,74306;90,339;140,3;1,033265241231331
23,765;8,46732;92,673;146,6;1,094478536301923
23,776;8,22572;95,437;153,6;1,1602267035590803
23,786;8,024;96,683;160,0;1,2049227318045865
23,797;7,88918;96,78;165,9;1,2267434638327432
23,808;7,81626;95,417;171,3;1,2207500774027475
23,819;7,80438;93,735;176,9;1,2010563299070522
23,829;7,867380000000001;91,807;181,9;1,166932320543815
23,84;7,96232;90,238;186,6;1,1333129037767886
23,851;8,097259999999999;89,036;191,3;1,0995818338549093
23,862;8,25622;88,34;196,1;1,069981177827141
23,872;8,4947;88,113;198,5;1,0372702979504866
23,883;8,82908;88,713;200,4;1,0047819251835977
23,895;9,1965;90,137;202,5;0,9801228728320557
23,905;9,58778;91,165;203,9;0,9508457640872027
23,915;9,96702;92,07;205,1;0,9237465160098003
23,926;10,333;93,662;205,0;0,9064356914739187
23,937;10,6023;96,694;201,5;0,9120096582816937
23,948;10,80838;99,71;191,9;0,9225249297304499
23,958;11,02026;102,731;186,3;0,9322012366314405
23,969;11,1684;105,503;187,0;0,9446563518498621
23,981;11,21896;107,31;189,8;0,9565057723710576
23,992;11,199539999999999;109,695;192,7;0,9794598706732598
24,002;11,1679;111,838;194,5;1,0014237233499583
24,013;11,07646;113,569;197,3;1,025318558456402
24,024;10,9441;114,287;200,5;1,044279566158935
24,035;10,79866;114,543;203,3;1,0607149405574396
24,045;10,61816;115,147;205,8;1,0844345913039548
24,057;10,437700000000001;115,86;208,5;1,1100146584017552
24,068;10,25724;116,655;211,2;1,1372942428957498
24,079;10,0868;116,105;214,0;1,1510588095332512
24,089;9,887319999999999;115,14;216,6;1,16452183200301
24,1;9,68;114,101;220,0;1,1787293388429754
24,111;9,47064;113,21;223,2;1,1953785594215385
24,122;9,297220000000001;111,854;226,1;1,2030908163945782
24,132;9,1517;110,771;228,5;1,2103871411868834
24,144;9,04326;109,566;231,3;1,211576356313984
24,155;8,94964;107,579;233,2;1,2020483505481783
24,166;8,86608;105,708;235,4;1,1922743760489416
24,176;8,81444;103,693;237,2;1,1763991813433412
24,187;8,79786;101,109;239,3;1,149245384673091
24,198;8,8001;98,794;240,5;1,1226463335643913
24,209;8,810260000000001;96,597;241,3;1,0964148617634437
24,219;8,84722;95,501;241,1;1,079446424978694
24,23;8,8688;94,194;239,0;1,0620828071441457
24,241;8,86312;92,813;235,6;1,0471820307070194
24,252;8,8548;92,324;229,0;1,0426435379681078
24,262;8,821359999999999;92,367;221,8;1,0470834429158318
24,274;8,7514;92,289;217,0;1,0545626985396623
24,285;8,62444;91,339;217,2;1,0590716614643965
24,296;8,48688;90,636;219,4;1,0679543012273063
24,306;8,360520000000001;89,921;222,6;1,0755431480338544
24,317;8,27232;89,845;226,6;1,0860919306796641
24,328;8,25096;89,515;229,8;1,0849040596488166
24,34;8,263760000000001;88,73;233,8;1,0737243095152809
24,349;8,31616;88,591;235,8;1,0652873441588426
24,361;8,38358;88,493;237,9;1,0555514469951977
24,372;8,41084;89,005;239,2;1,0582177285502992
24,383;8,36868;89,253;238,4;1,066512281506761
24,393;8,26168;88,729;233,4;1,0739825313979723
24,404;8,09466;88,248;228,3;1,0902002060617744
24,415;7,88856;87,822;227,8;1,1132830326447412
24,427;7,67222;87,043;231,1;1,1345216899411121
24,436;7,4399;87,052;234,5;1,1700694901813198
24,448;7,23974;87,775;238,7;1,2124054178741226
24,459;7,052379999999999;87,716;241,9;1,2437786959863195
24,47;6,89212;86,469;245,6;1,2546067102720206
24,48;6,798719999999999;83,632;248,6;1,2301139037936555
24,491;6,782360000000001;81,162;251,8;1,1966631084165393
24,502;6,8031999999999995;80,289;256,0;1,1801652163687677
24,513;6,8479;79,706;259,5;1,1639480716716073
24,523;6,90026;78,398;261,3;1,1361600867213697
24,534;6,96938;75,659;261,9;1,0855915447285125
24,545;7,04948;71,9;252,4;1,019933385157487
24,556;7,1623399999999995;68,754;231,7;0,9599376740003968
24,566;7,30776;67,321;218,8;0,9212262033783265
24,577;7,44102;66,552;215,1;0,8943935105670998
24,588;7,52542;65,941;217,1;0,8762434521927015
24,6;7,597980000000001;67,332;219,9;0,8861829065093616
24,61;7,69764;68,746;213,2;0,8930789176942544
24,621;7,8178;69,26;194,0;0,8859269871319297
24,632;7,9533000000000005;68,561;176,5;0,8620446858536709
24,643;8,108039999999999;68,186;170,2;0,8409677307956056
24,653;8,24122;69,084;171,1;0,8382739448770935
24,664;8,4009;71,869;174,5;0,8554916735111714
24,675;8,5307;75,805;178,5;0,8886140644964658
24,686;8,6404;78,117;182,0;0,9040900884218325
24,696;8,640899999999998;80,164;184,5;0,9277274357995118
24,707;8,61168;81,269;188,4;0,9437066867324378
24,719;8,5478;81,678;194,0;0,9555441166148013
24,73;8,44308;82,12;200,4;0,9726308408779736
24,74;8,3252;82,362;206,0;0,9893095661365491
24,751;8,20726;82,589;211,3;1,00629199026228
24,762;8,09434;83,291;216,7;1,029002982330863
24,773;7,9893;83,379;221,5;1,0436333596184897
24,782;7,88806;83,372;225,3;1,056939222064741
24,793;7,804860000000001;83,358;229,3;1,0680268448120787
24,804;7,6966600000000005;83,815;233,3;1,088978855763409
24,815;7,583519999999999;84,684;237,6;1,1166846002911577
24,825;7,46826;85,076;241,3;1,1391676240516533
24,836;7,33278;84,216;243,9;1,1484866585387805
24,847;7,197039999999999;81,813;245,2;1,1367590009226016
24,859;7,09564;78,288;248,2;1,1033254223720481
24,869;7,07426;76,909;251,3;1,087166714257039
24,88;7,086939999999999;75,883;254,7;1,0707442140049162
24,891;7,1026;75,192;258,0;1,0586545771970828
24,902;7,13;73,616;260,0;1,0324824684431977
24,912;7,17938;71,899;256,9;1,0014653075892348
24,923;7,206;69,885;240,0;0,9698168193172356
24,934;7,2141;67,048;220,5;0,9294021430254641
24,946;7,18906;64,164;205,3;0,8925228054850008
24,955;7,1655;62,626;202,5;0,873993440792687
24,966;7,067159999999999;60,774;205,8;0,8599493997588848
24,978;6,96726;58,836;211,3;0,8444639643130873
24,989;6,94792;59,253;214,6;0,8528163824569079
24,999;6,98714;59,85;210,7;0,8565736481593327
25,01;7,046659999999999;60,597;198,3;0,8599393187694598
25,021;7,16606;60,964;190,3;0,8507324806099866
25,032;7,18142;60,538;192,1;0,842980914638052
25,042;7,17432;60,061;196,6;0,8371664492244562
25,053;7,19526;60,396;201,3;0,8393859290699711
25,064;7,218159999999999;60,96;205,8;0,844536557793122
25,075;7,1974;62,229;212,0;0,8646038847361547
25,084;7,1144799999999995;64,24;217,4;0,9029472287503795
25,095;6,94276;67,885;223,8;0,977781170600741
25,107;6,64716;72,301;230,8;1,0876976031869248
25,118;6,26956;75,205;237,8;1,199525963544491
25,128;5,8449800000000005;77,099;244,9;1,3190635382841345
25,139;5,45058;77,751;252,9;1,4264720451768436
25,15;5,07548;75,873;262,4;1,4948930938551626
25,161;4,74672;74,163;273,6;1,5624051976944078
25,171;4,49074;73,834;283,7;1,6441388278991882
25,182;4,273020000000001;73,005;295,1;1,7085106084221462
25,193;4,11132;69,353;306,6;1,6868791531673526
25,205;4,02314;63,936;320,7;1,5892064407403175
25,215;3,98552;58,122;332,6;1,4583291515285333
25,226;4,02006;50,08;345,3;1,245752550956951
25,237;4,099399999999999;42,188;357,0;1,0291262135922332
25,247;4,26016;37,601;365,8;0,8826194321340044
25,258;4,4863;35,415;371,5;0,7894032944742884
25,269;4,79512;36,221;370,6;0,7553721283304693
25,28;5,10418;38,669;355,9;0,7575947556708422
25,29;5,3956800000000005;41,759;328,4;0,7739339619844023
25,301;5,593800000000001;46,12;304,0;0,8244842504201078
25,313;5,591760000000001;51,12;293,8;0,9142023262800977
25,324;5,481319999999999;54,847;296,6;1,0006166397874967
25,334;5,29472;58,008;303,6;1,0955820137797656
25,345;5,09052;61,215;312,6;1,2025294076047242
25,356;4,9180399999999995;64,043;325,2;1,3022057567648901
25,366;4,811319999999999;65,291;336,6;1,3570288403182493
25,377;4,783720000000001;64,843;348,6;1,3554932144857976
25,388;4,83798;60,806;359,9;1,2568468658407022
25,399;5,02292;54,752;369,6;1,090043241779682
25,409;5,33098;50,096;374,9;0,9397146490889104
25,42;5,75736;46,2;376,8;0,8024511234315728
25,431;6,21558;45,383;362,9;0,7301490769968371
25,442;6,62216;46,651;320,8;0,7044680285586576
25,453;6,9355;49,284;262,5;0,7106048590584673
25,464;7,13982;51,898;219,1;0,7268810698308921
25,475;7,26758;54,445;192,9;0,749148960176565
25,485;7,36944;56,584;182,2;0,767819535812762
25,496;7,38766;60,191;183,3;0,8147505434738469
25,507;7,35902;66,08;190,1;0,8979456503719243
25,518;7,31186;71,472;199,3;0,9774804222181496
25,528;7,256419999999999;75,996;207,1;1,0472932933870973
25,54;7,1591;79,005;215,5;1,1035605034152338
25,551;7,07378;79,236;223,9;1,1201366171975946
25,561;7,0333;77,096;231,5;1,096156853823952
25,572;7,0419;74,277;239,5;1,0547863502747838
25,583;7,1205;72,322;247,5;1,0156871006249562
25,594;7,2532;72,018;256,0;0,99291347267413
25,604;7,45756;72,645;262,8;0,9741121761004938
25,615;7,70658;73,611;267,9;0,9551707761419463
25,627;7,94226;74,817;271,3;0,9420114677686199
25,637;8,123040000000001;74,627;270,2;0,9187077744292775
25,647;8,22312;73,787;265,6;0,8973114827462084
25,658;8,20764;73,202;263,2;0,8918763493525544
25,669;8,07236;73,151;266,8;0,9061910023834419
25,68;7,89078;74,422;273,9;0,9431513741353832
25,69;7,7241800000000005;76,705;280,9;0,9930503949933843
25,701;7,6135;79,407;287,5;1,0429762921126946
25,712;7,49572;81,854;293,6;1,0920098402821876
25,723;7,34896;83,359;299,8;1,134296553525941
25,733;7,168819999999999;83,586;304,1;1,165965946975932
25,744;6,90778;83,942;308,9;1,2151805645229001
25,755;6,61384;85,513;314,2;1,2929402586092196
25,766;6,26114;86,852;320,7;1,387159526859326
25,776;5,91854;88,338;327,7;1,4925640445109774
25,787;5,57808;88,326;335,4;1,5834480681524825
25,799;5,24774;87,618;343,7;1,66963302297751
25,81;4,97044;87,453;352,2;1,7594619389832693
25,82;4,7511;86,797;360,5;1,8268821957020478
25,831;4,57512;85,324;370,6;1,864956547587823
25,842;4,426399999999999;78,967;382,0;1,7840005422013374
25,853;4,32778;74,926;393,9;1,7312802406776688
25,863;4,26994;73,43;404,7;1,7196962954982975
25,874;4,30848;71,587;412,4;1,6615372474747474
25,885;4,59106;68,715;400,3;1,4967131773490219
25,896;5,05388;66,676;374,4;1,3193031888370916
25,905;5,5136;66,269;348,0;1,2019188914683692
25,916;6,10402;67,677;315,1;1,1087283462373978
25,927;6,7438400000000005;69,83;269,2;1,0354634748155354
25,939;7,14816;71,745;225,8;1,0036848643567016
25,948;7,3483600000000004;73,738;211,8;1,0034619969625873
25,959;7,48802;74,626;205,1;0,996605244109925
25,971;7,61046;73,215;207,3;0,9620312044212833
25,982;7,72092;73,794;214,6;0,9557669293296653
25,992;7,84028;75,656;221,4;0,9649655369451091
26,003;7,935619999999999;79,082;228,1;0,9965446934202999
26,014;8,0341;82,395;235,5;1,025566024819208
26,025;8,06264;85,64;243,2;1,0621831062778444
26,035;8,0619;86,397;249,5;1,0716704498939458
26,046;7,99824;86,297;256,2;1,0789498689711736
26,057;7,89872;86,171;263,6;1,0909489132416392
26,068;7,69724;85,943;271,2;1,1165430725818606
26,078;7,4975000000000005;85,892;277,5;1,145608536178726
26,089;7,36078;85,579;283,9;1,1626349381451422
26,101;7,26032;84,719;291,6;1,1668769420631597
26,112;7,12402;84,381;300,1;1,1844576517191139
26,122;6,887379999999999;83,519;306,9;1,2126381875255905
26,133;6,69086;82,54;314,3;1,2336231814744294
26,144;6,48432;81,076;321,6;1,2503392799861817
26,155;6,27806;79,959;330,3;1,2736259290290313
26,165;6,10168;80,348;338,4;1,3168176633320658
26,176;5,88542;78,902;347,1;1,3406349929146943
26,186;5,60944;74,49;357,2;1,3279400439259532
26,197;5,3148599999999995;71,008;369,3;1,33602766582751
26,207;5,1022799999999995;69,469;381,4;1,361528571540566
26,218;5,0258;67,429;394,0;1,3416570496239404
26,229;5,10192;63,982;404,6;1,2540768965409101
26,24;5,2058800000000005;61,044;414,4;1,1725971401568995
26,25;5,37218;57,345;420,9;1,067443756538314
26,262;5,5498199999999995;53,925;414,1;0,9716531346962605
26,273;5,7072;49,582;396,0;0,8687622652088589
26,284;5,94792;45,875;374,6;0,7712780266042583
26,294;6,20074;44,687;353,7;0,7206720488199796
26,305;6,45266;44,437;338,3;0,6886617302011884
26,316;6,75506;46,712;325,3;0,691511252305679
26,327;7,0251399999999995;49,827;290,7;0,7092670039315943
26,337;7,20204;52,215;260,2;0,7250029158405119
26,348;7,30736;54,743;241,8;0,7491488033982178
26,359;7,3040199999999995;58,232;235,1;0,7972595912935617
26,37;7,1690000000000005;62,101;240,0;0,8662435486120796
26,38;6,9425;66,746;247,5;0,961411595246669
26,391;6,60726;72,318;256,3;1,0945232971004621
26,402;6,19804;79,632;265,2;1,2847932572232512
26,414;5,78226;86,903;276,3;1,502924462061547
26,424;5,38028;87,846;286,4;1,6327403034786296
26,435;5,04856;84,72;297,8;1,6781022707465096
26,446;4,7811200000000005;79,279;310,6;1,658167960645204
26,456;4,57078;74,012;323,9;1,61924222999138
26,466;4,4420399999999995;68,956;335,2;1,552349821253298
26,477;4,43146;63,86;347,3;1,441060056956398
26,488;4,56062;59,178;358,1;1,2975867316285945
26,5;4,77258;53,481;367,9;1,1205888638849426
26,509;4,93648;48,703;367,4;0,9865936861893495
26,521;5,1139;41,668;354,5;0,8147988814798881
26,532;5,3128;37,702;334,0;0,7096446318325553
26,542;5,531899999999999;36,883;324,5;0,666732948896401
26,553;5,6832400000000005;37,644;326,2;0,6623686488693068
26,564;5,77326;40,072;331,3;0,6940965762844564
26,576;5,820799999999999;42,831;334,0;0,73582669048928
26,586;5,825080000000001;45,77;330,4;0,7857402816785349
26,597;5,851019999999999;49,542;325,1;0,8467241609155327
26,608;5,85566;54,272;323,3;0,9268297681217831
26,619;5,8713;58,068;326,5;0,9890143579786417
26,629;5,7786;61,349;333,0;1,0616585332087356
26,64;5,65336;62,155;341,8;1,09943467247796
26,651;5,57908;58,838;350,4;1,0546183241681424
26,662;5,6173;54,906;356,5;0,9774446798283872
26,672;5,73146;52,739;357,3;0,9201669382670384
26,683;5,88234;51,688;356,7;0,878697933135453
26,694;6,00874;51,8;358,7;0,8620775736676906
26,706;6,115959999999999;53,136;359,8;0,8688088215096241
26,715;6,1219399999999995;54,53;344,7;0,8907307160801968
26,726;6,030819999999999;56,477;319,1;0,9364729837733508
26,737;5,8928400000000005;56,513;309,2;0,9590112746994657
26,747;5,747739999999999;56,183;313,7;0,9774798442518277
26,758;5,5289;56,201;324,5;1,01649514369947
26,769;5,34132;59,756;336,6;1,1187496723656325
26,78;5,24184;64,49;349,2;1,2302931794942233
26,79;5,17012;67,502;360,6;1,305617664580319
26,801;5,1003799999999995;68,481;371,9;1,342664664201491
26,812;5,01842;67,3;382,1;1,3410595366669191
26,824;4,978560000000001;64,795;392,8;1,3014807494536573
26,833;4,97196;60,959;399,8;1,2260557204804545
26,844;4,98336;55,541;406,8;1,1145291530212547
26,856;5,04962;50,532;413,1;1,0007089642388933
26,867;5,16846;45,169;417,3;0,8739353695298019
26,876;5,2759;41,11;419,5;0,7792035482097842
26,888;5,2766;36,549;423,0;0,69266194140166
26,899;5,33068;34,457;423,4;0,6463903291887714
26,91;5,547160000000001;33,743;415,8;0,6082932527635763
26,92;5,825139999999999;33,822;405,7;0,5806212382878352
26,931;6,108;35,302;395,0;0,5779633267845449
26,942;6,3502600000000005;37,797;381,3;0,5952039759001994
26,952;6,51348;40,781;367,4;0,6261015616843837
26,963;6,58814;46,209;360,7;0,7013967523458822
26,975;6,52458;52,322;362,9;0,8019213497267258
26,986;6,362419999999999;58,726;367,1;0,9230135703081532
26,996;6,1253400000000005;65,665;371,7;1,072022124486151
27,006;5,8194;74,257;377,0;1,2760250197614877
27,017;5,51548;81,492;382,4;1,477514196407203
27,028;5,19776;86,51;388,8;1,6643708058856126
27,038;4,89516;88,749;395,8;1,812994876571961
27,049;4,5747;87,04;403,5;1,902638424377555
27,061;4,25656;83,472;412,8;1,9610201665194424
27,07;3,9779;81,908;419,5;2,059076397093944
27,082;3,77472;78,706;428,6;2,0850818073923363
27,093;3,6826000000000003;69,206;438,0;1,879270080921088
27,104;3,6222399999999997;58,302;446,2;1,6095565175140245
27,114;3,52164;48,638;448,2;1,3811178882566075
